order_number,customer_name,customer_email,product_name,product_sku,quantity,total_amount,order_date,shipping_status,tracking_number,carrier,delivery_address
#16881,Raymond Roberts,raymond.roberts4@icloud.com,CPU Cooler,CC-133,2,99.98,2025-12-03,delivered,20833946770032,LaserShip,"5221 Highland Ave, Charlotte, NC 28201"
#24663,Katherine White,katherine.white78@hotmail.com,Portable SSD 1TB,SSD-102,3,329.97,2026-03-16,delivered,50805632531173,OnTrac,"5657 Pine Rd, Tucson, AZ 85701"
#24745,Deborah King,deborah.king63@yahoo.com,Wireless Charger,WCH-103,1,29.99,2026-03-19,delivered,1Z4601762034140690,UPS,"3648 Park Ave, Nashville, TN 37201"
#71293,Catherine Gray,catherine.gray78@hotmail.com,Wireless Charger,WCH-103,1,29.99,2025-11-30,delivered,70971435905139,OnTrac,"8715 Broadway, San Francisco, CA 94101"
#24098,Lisa Wood,lisa.wood9@yahoo.com,Mechanical Numpad,MN-124,3,167.97,2026-02-26,shipped,1Z6594526897209818,UPS,"2739 Pine Rd, Tucson, AZ 85701"
#73463,Heather Roberts,heather.roberts85@proton.me,Smart Bulb Pack,SBP-114,3,119.97,2026-01-08,delivered,35830863340503,LaserShip,"1967 River Rd, Kansas City, MO 64101"
#94650,Lisa Powell,lisa.powell9@hotmail.com,Shredder,SH-137,4,359.96,2026-03-19,delivered,57005842048984,LaserShip,"6031 Broadway, Portland, OR 97201"
#22744,Margaret Baker,margaret.baker58@gmail.com,Monitor Stand,MS-400,3,179.97,2026-02-24,shipped,1Z3425303732811259,UPS,"6461 Broadway, Aurora, CO 80010"
#90614,Ronald Hill,ronald.hill71@proton.me,4K Webcam,4KW-112,2,299.98,2025-12-09,out_for_delivery,8308917021,DHL,"9126 Highland Ave, El Paso, TX 79901"
#42099,Joseph Rodriguez,joseph.rodriguez35@gmail.com,LED Desk Lamp,LDL-800,3,104.97,2026-01-27,delivered,17637321743128,OnTrac,"393 Lakeview Dr, Houston, TX 77001"
#72612,Anthony White,anthony.white99@outlook.com,Power Bank 20000mAh,PB-118,2,99.98,2026-05-08,out_for_delivery,937423617627,FedEx,"6592 Washington Blvd, Pittsburgh, PA 15201"
#45709,Sandra James,sandra.james52@yahoo.com,Standing Desk Mat,SDM-101,3,167.97,2025-12-14,out_for_delivery,95139761034711,OnTrac,"3035 Highland Ave, Memphis, TN 38101"
#68025,Timothy Brown,timothy.brown90@yahoo.com,Gaming Mouse,GM-122,1,69.99,2026-01-27,delivered,16680967352148,OnTrac,"1223 Sunset Blvd, Kansas City, MO 64101"
#30785,Stephen Watson,stephen.watson58@gmail.com,Docking Station,DS-125,1,149.99,2026-02-15,returned,25859192759968,LaserShip,"2744 Broadway, Sacramento, CA 95814"
#14249,Kevin Cox,kevin.cox4@icloud.com,Portable SSD 1TB,SSD-102,2,219.98,2026-05-21,out_for_delivery,121923296409,FedEx,"9630 Oak Ave, San Diego, CA 92101"
#26608,Maria Williams,maria.williams99@outlook.com,Surge Protector,SP2-135,2,65.98,2026-02-06,delivered,8676361216,DHL,"2289 Pine Rd, Corpus Christi, TX 78401"
#17023,Matthew Russell,matthew.russell86@yahoo.com,Shredder,SH-137,4,359.96,2025-12-20,out_for_delivery,22000103356003,LaserShip,"260 Sunset Blvd, Aurora, CO 80010"
#89525,Justin Phillips,justin.phillips2@proton.me,Laminator,LAM-138,3,119.97,2026-05-03,delivered,1Z5608702231231265,UPS,"8927 Elm St, Raleigh, NC 27601"
#27171,Larry Ortiz,larry.ortiz98@proton.me,Surge Protector,SP2-135,1,32.99,2026-04-11,processing,,,"1352 Hillside Rd, Charlotte, NC 28201"
#58251,Barbara Morris,barbara.morris99@hotmail.com,Laminator,LAM-138,1,39.99,2026-04-29,shipped,4392089052,DHL,"1002 Oak Ave, Houston, TX 77001"
#97712,Lisa Jackson,lisa.jackson59@icloud.com,Ergonomic Chair,EC-900,3,899.97,2025-12-11,pending,,,"7516 Highland Ave, St. Louis, MO 63101"
#50586,Nancy Evans,nancy.evans35@yahoo.com,Notebook Hardcover,NB-142,1,14.99,2026-04-06,delivered,77828365948485349349,USPS,"6854 Cedar Ln, Portland, OR 97201"
#91801,Ryan Smith,ryan.smith18@proton.me,NVMe SSD 500GB,NVM-131,2,159.98,2026-02-12,delivered,658638235695,FedEx,"6273 Valley Rd, Chicago, IL 60601"
#16732,Mark Wood,mark.wood36@hotmail.com,USB-C Hub,UCH-300,4,159.96,2026-01-06,delivered,1Z0033116346242953,UPS,"7122 Meadow Ln, Corpus Christi, TX 78401"
#25157,Brenda Wood,brenda.wood79@yahoo.com,Smartwatch,SW-119,4,799.96,2026-01-06,out_for_delivery,83752350421254773115,USPS,"6178 Sunset Blvd, San Francisco, CA 94101"
#15919,Justin Price,justin.price15@proton.me,Gaming Mouse,GM-122,4,279.96,2026-01-22,pending,,,"2648 Hillside Rd, San Jose, CA 95101"
#40238,Sharon Thomas,sharon.thomas26@yahoo.com,Cable Management Box,CMB-108,1,24.99,2026-03-15,delivered,74355428995000,LaserShip,"5794 Lake Dr, Bakersfield, CA 93301"
#93185,Deborah Howard,deborah.howard57@proton.me,Phone Stand,PS-107,2,29.98,2026-04-27,processing,,,"6021 Forest Dr, Albuquerque, NM 87101"
#96065,Andrew Richardson,andrew.richardson27@proton.me,RAM 16GB DDR4,RAM-132,2,119.98,2025-12-03,processing,,,"1782 Valley Rd, Tampa, FL 33601"
#98656,Jessica Gonzalez,jessica.gonzalez9@proton.me,Mechanical Keyboard,MK-200,1,89.99,2025-12-02,processing,,,"1651 Pine Rd, Bakersfield, CA 93301"
#51602,Ronald Hughes,ronald.hughes90@icloud.com,Cable Organizer Kit,COK-134,3,53.97,2026-03-03,shipped,6285548088,DHL,"7918 Broadway, Denver, CO 80201"
#99692,Jack Thompson,jack.thompson94@proton.me,Smartphone Gimbal,SG-129,2,219.98,2026-03-20,pending,,,"2794 Maple Dr, San Francisco, CA 94101"
#58147,Brian Price,brian.price82@icloud.com,Laminator,LAM-138,4,159.96,2025-12-21,delivered,93505681180668,LaserShip,"8635 Sunset Blvd, El Paso, TX 79901"
#11258,Charles Miller,charles.miller25@gmail.com,Smartphone Gimbal,SG-129,2,219.98,2026-04-20,delivered,354987019903,FedEx,"3372 Park Ave, Atlanta, GA 30301"
#73938,David Turner,david.turner53@outlook.com,CPU Cooler,CC-133,3,149.97,2025-12-18,shipped,742953224339,FedEx,"6334 Meadow Ln, Corpus Christi, TX 78401"
#77199,Jack Sanders,jack.sanders24@proton.me,Portable SSD 1TB,SSD-102,2,219.98,2026-04-02,pending,,,"6711 Lakeview Dr, Pittsburgh, PA 15201"
#52622,Lisa Anderson,lisa.anderson63@gmail.com,Bluetooth Speaker,BS-106,2,139.98,2026-01-03,shipped,93903990510446,Amazon Logistics,"7275 Hillside Rd, Cleveland, OH 44101"
#71211,Nicholas Harris,nicholas.harris72@yahoo.com,Stapler Heavy Duty,SHD-139,4,99.96,2026-03-20,shipped,00317989590139,OnTrac,"8946 Cedar Ln, Austin, TX 73301"
#90693,Paul Garcia,paul.garcia40@proton.me,Smartphone Gimbal,SG-129,2,219.98,2026-05-18,out_for_delivery,1Z1443390267843787,UPS,"649 Main St, Philadelphia, PA 19101"
#22972,Ronald Cook,ronald.cook63@proton.me,Air Purifier,AP-115,1,129.99,2026-03-31,delivered,93764007162306,Amazon Logistics,"8904 Oak Ave, Albuquerque, NM 87101"
#96166,Margaret Smith,margaret.smith42@yahoo.com,4K Webcam,4KW-112,2,299.98,2026-02-16,delivered,94175570322992173970,USPS,"8205 Lake Dr, San Francisco, CA 94101"
#58537,Nicole Hughes,nicole.hughes34@hotmail.com,Shredder,SH-137,4,359.96,2026-01-03,processing,,,"9206 Broadway, Honolulu, HI 96801"
#52859,Steven Nelson,steven.nelson2@icloud.com,Docking Station,DS-125,2,299.98,2026-02-27,delivered,1Z3417207313763939,UPS,"5852 Pine Rd, Raleigh, NC 27601"
#73691,Janet Ortiz,janet.ortiz1@yahoo.com,Capture Card,CC-126,4,359.96,2026-05-03,processing,,,"4577 Elm St, Miami, FL 33101"
#49041,Brandon Davis,brandon.davis61@yahoo.com,Planner 2026,PL-141,1,19.99,2026-01-02,processing,,,"1820 Pine Rd, Tampa, FL 33601"
#47793,Gregory King,gregory.king73@icloud.com,Tripod Stand,TS-128,2,79.98,2025-12-22,delivered,02577045033111,LaserShip,"944 Valley Rd, El Paso, TX 79901"
#48102,Jason Smith,jason.smith14@outlook.com,Smartwatch,SW-119,1,199.99,2025-12-06,shipped,10036846525014,Amazon Logistics,"8122 Sunset Blvd, Baltimore, MD 21201"
#12499,Dorothy Young,dorothy.young22@yahoo.com,Bluetooth Speaker,BS-106,1,69.99,2026-03-03,returned,77912072503095,OnTrac,"4175 Park Ave, Houston, TX 77001"
#76397,Daniel Rodriguez,daniel.rodriguez41@gmail.com,NVMe SSD 500GB,NVM-131,4,319.96,2025-11-29,returned,83450971885578274233,USPS,"5258 Summit Ave, Indianapolis, IN 46201"
#24029,Carolyn Roberts,carolyn.roberts46@yahoo.com,Mouse Pad XL,MPX-109,2,45.98,2026-01-02,delivered,166491508354,FedEx,"3371 Maple Dr, Houston, TX 77001"
#64718,Donald Nguyen,donald.nguyen12@yahoo.com,Earbuds Pro,EP-121,4,399.96,2026-05-21,shipped,4716194144,DHL,"976 Hillside Rd, San Jose, CA 95101"
#49913,Barbara Anderson,barbara.anderson73@icloud.com,Planner 2026,PL-141,4,79.96,2026-04-14,delivered,77666667345281,LaserShip,"2542 Washington Blvd, Cleveland, OH 44101"
#18084,Susan Smith,susan.smith7@gmail.com,RAM 16GB DDR4,RAM-132,3,179.97,2026-03-01,pending,,,"3268 Valley Rd, Austin, TX 73301"
#99636,Mary Torres,mary.torres79@hotmail.com,CPU Cooler,CC-133,4,199.96,2026-05-19,shipped,1Z0475699811115096,UPS,"3011 Oak Ave, Salt Lake City, UT 84101"
#85262,Janet Sullivan,janet.sullivan22@outlook.com,Surge Protector,SP2-135,2,65.98,2026-05-02,cancelled,,,"2072 Willow Way, San Francisco, CA 94101"
#20725,Linda Perry,linda.perry23@gmail.com,Label Maker,LM-136,1,44.99,2025-11-27,shipped,8579183015,DHL,"3210 Valley Rd, Atlanta, GA 30301"
#33355,Debra Walker,debra.walker37@hotmail.com,Whiteboard Markers Set,WMS-140,3,38.97,2026-03-13,out_for_delivery,57835720207145,OnTrac,"5160 Sunset Blvd, Arlington, TX 76001"
#53128,Joseph Lopez,joseph.lopez27@yahoo.com,LED Desk Lamp,LDL-800,3,104.97,2025-11-28,shipped,58561750906164,OnTrac,"8765 Main St, Las Vegas, NV 89101"
#63740,David Bennett,david.bennett59@proton.me,Mechanical Keyboard,MK-200,4,359.96,2026-05-03,pending,,,"3555 Summit Ave, Baltimore, MD 21201"
#26738,Kevin Williams,kevin.williams40@gmail.com,USB-C Hub,UCH-300,3,119.97,2026-01-01,delivered,1Z6881396865380277,UPS,"2255 Washington Blvd, Aurora, CO 80010"
#58846,Justin Anderson,justin.anderson64@icloud.com,RAM 16GB DDR4,RAM-132,4,239.96,2026-04-17,shipped,19001621416382,Amazon Logistics,"1893 Park Ave, Houston, TX 77001"
#63961,Deborah Myers,deborah.myers36@icloud.com,Cable Management Box,CMB-108,2,49.98,2026-03-22,delivered,51112132930768,LaserShip,"3843 Park Ave, Atlanta, GA 30301"
#79892,Debra Smith,debra.smith50@yahoo.com,Portable Monitor,PM-130,1,249.99,2026-04-29,shipped,17422063893095,Amazon Logistics,"4536 Meadow Ln, Springfield, IL 62701"
#71810,Christopher Wright,christopher.wright65@icloud.com,Capture Card,CC-126,2,179.98,2026-05-13,processing,,,"4622 Forest Dr, Richmond, VA 23218"
#87247,Brian Walker,brian.walker81@gmail.com,Cable Organizer Kit,COK-134,3,53.97,2026-01-12,shipped,72646595495561,Amazon Logistics,"8987 Lakeview Dr, Salt Lake City, UT 84101"
#10477,Alexander Miller,alexander.miller39@icloud.com,Smart Plug,SP-104,3,59.97,2026-03-09,returned,9654188482,DHL,"3780 Highland Ave, Cincinnati, OH 45201"
#86613,Larry Jones,larry.jones94@yahoo.com,NVMe SSD 500GB,NVM-131,3,239.97,2026-04-05,shipped,399994699912,FedEx,"2507 Park Ave, Honolulu, HI 96801"
#89763,Sharon White,sharon.white16@proton.me,USB Microphone,UM-110,4,359.96,2025-12-09,pending,,,"2840 Hillside Rd, Anaheim, CA 92801"
#85023,Cynthia Ortiz,cynthia.ortiz69@yahoo.com,RAM 16GB DDR4,RAM-132,1,59.99,2026-01-03,shipped,1Z1584506188448961,UPS,"296 Highland Ave, Houston, TX 77001"
#12126,Jerry Flores,jerry.flores16@proton.me,Standing Desk Mat,SDM-101,1,55.99,2026-01-16,cancelled,,,"4477 Cedar Ln, Boston, MA 02101"
#31570,Rebecca Howard,rebecca.howard47@yahoo.com,Surge Protector,SP2-135,3,98.97,2026-03-29,out_for_delivery,454895481983,FedEx,"4174 Cedar Ln, Honolulu, HI 96801"
#40823,James Rivera,james.rivera23@gmail.com,Planner 2026,PL-141,4,79.96,2026-02-16,shipped,4851431476,DHL,"539 Willow Way, Honolulu, HI 96801"
#73737,Heather Collins,heather.collins33@gmail.com,Mechanical Numpad,MN-124,2,111.98,2026-02-03,returned,46969265576342719082,USPS,"3499 Main St, Miami, FL 33101"
#34722,Jerry Brown,jerry.brown87@yahoo.com,Stapler Heavy Duty,SHD-139,4,99.96,2026-05-06,delivered,1Z7433979019686579,UPS,"2016 Oak Ave, Los Angeles, CA 90001"
#59188,Emily Cox,emily.cox89@outlook.com,USB-C Hub,UCH-300,1,39.99,2026-05-01,shipped,56818917169187,OnTrac,"1958 Forest Dr, Los Angeles, CA 90001"
#88225,Emily Wright,emily.wright38@outlook.com,Surge Protector,SP2-135,2,65.98,2025-11-22,processing,,,"9166 Main St, Corpus Christi, TX 78401"
#10467,Sarah Martin,sarah.martin78@outlook.com,Fitness Tracker,FT-120,1,89.99,2026-04-25,pending,,,"8841 Park Ave, Charlotte, NC 28201"
#14308,Donna Cruz,donna.cruz21@gmail.com,Webcam HD 1080p,WC-500,3,239.97,2025-12-03,shipped,10647172162077,Amazon Logistics,"2535 Oak Ave, Cleveland, OH 44101"
#36102,Robert Morales,robert.morales90@yahoo.com,Mechanical Keyboard,MK-200,1,89.99,2026-01-14,delivered,27272294968789,Amazon Logistics,"9748 Lake Dr, El Paso, TX 79901"
#79610,Karen Morris,karen.morris15@outlook.com,Laptop Stand,LS-700,3,137.97,2026-02-12,out_for_delivery,92192984806112,OnTrac,"5455 Pine Rd, Omaha, NE 68101"
#21355,Daniel Reyes,daniel.reyes41@icloud.com,LED Desk Lamp,LDL-800,2,69.98,2026-01-04,delivered,1Z8763999830884428,UPS,"1474 Maple Dr, Denver, CO 80201"
#99193,Frank Nguyen,frank.nguyen67@icloud.com,Bluetooth Speaker,BS-106,1,69.99,2026-02-25,returned,19998480612666,Amazon Logistics,"4755 Broadway, Bakersfield, CA 93301"
#49710,Charles Phillips,charles.phillips82@outlook.com,Planner 2026,PL-141,2,39.98,2025-11-29,delivered,1Z0025748667346859,UPS,"9185 Lake Dr, Cincinnati, OH 45201"
#71707,Patrick Martinez,patrick.martinez76@icloud.com,Bluetooth Speaker,BS-106,2,139.98,2026-02-11,shipped,3939348890,DHL,"3639 Broadway, Pittsburgh, PA 15201"
#47316,Kathleen Evans,kathleen.evans85@gmail.com,4K Webcam,4KW-112,2,299.98,2026-01-11,pending,,,"278 Hillside Rd, Charlotte, NC 28201"
#39174,Anna Morris,anna.morris59@yahoo.com,Smartwatch,SW-119,4,799.96,2026-04-08,shipped,1Z8763605393935459,UPS,"3215 Oak Ave, Aurora, CO 80010"
#92694,Emma Morales,emma.morales75@proton.me,Mini Projector,MP-113,3,599.97,2026-02-01,delivered,06094599665101,Amazon Logistics,"5102 Lakeview Dr, El Paso, TX 79901"
#58287,Debra Turner,debra.turner25@outlook.com,LED Desk Lamp,LDL-800,3,104.97,2025-11-28,pending,,,"8656 Main St, Sacramento, CA 95814"
#95677,Emily Campbell,emily.campbell17@gmail.com,Standing Desk Mat,SDM-101,2,111.98,2026-04-01,out_for_delivery,067188562081,FedEx,"8034 Willow Way, Denver, CO 80201"
#40028,William Morales,william.morales54@outlook.com,Planner 2026,PL-141,3,59.97,2026-05-14,processing,,,"1957 River Rd, Boston, MA 02101"
#44930,Jason Robinson,jason.robinson48@hotmail.com,Capture Card,CC-126,2,179.98,2025-12-05,shipped,32946319478975,OnTrac,"7025 Highland Ave, Albuquerque, NM 87101"
#78382,Rebecca Martinez,rebecca.martinez7@proton.me,Drawing Tablet,DT-111,1,159.99,2026-03-04,delivered,1755457015,DHL,"302 Lake Dr, Anaheim, CA 92801"
#30181,Sarah Cook,sarah.cook10@icloud.com,Wireless Mouse,WM-100,4,199.96,2025-12-02,processing,,,"4438 Oak Ave, San Diego, CA 92101"
#49724,Frank Bailey,frank.bailey39@yahoo.com,Smartwatch,SW-119,1,199.99,2025-11-27,shipped,725365038604,FedEx,"6789 Valley Rd, Bakersfield, CA 93301"
#18874,Timothy Wood,timothy.wood8@hotmail.com,Drawing Tablet,DT-111,4,639.96,2026-04-07,delivered,194285810529,FedEx,"9642 Washington Blvd, Corpus Christi, TX 78401"
#34867,Samuel Clark,samuel.clark67@hotmail.com,Monitor Stand,MS-400,2,119.98,2026-03-22,delivered,41993221901970770821,USPS,"5361 Main St, Aurora, CO 80010"
#97419,Frank Mitchell,frank.mitchell32@gmail.com,Tripod Stand,TS-128,1,39.99,2026-04-11,delivered,77063633942580443415,USPS,"7132 Oak Ave, Aurora, CO 80010"
#80196,Gregory Garcia,gregory.garcia32@outlook.com,Green Screen,GS-127,3,137.97,2025-12-02,delivered,95513688566204841283,USPS,"2631 Highland Ave, Houston, TX 77001"
#82113,Edward Henderson,edward.henderson60@hotmail.com,Standing Desk Mat,SDM-101,3,167.97,2025-12-29,delivered,43387701523849,Amazon Logistics,"3910 Forest Dr, Bakersfield, CA 93301"
#79718,Alexander Hill,alexander.hill22@hotmail.com,Monitor Stand,MS-400,2,119.98,2026-02-10,processing,,,"1660 Main St, San Jose, CA 95101"
#90921,Kathleen Cruz,kathleen.cruz84@proton.me,Gaming Mouse,GM-122,4,279.96,2025-12-08,pending,,,"280 Cedar Ln, Arlington, TX 76001"
#10931,Emma Campbell,emma.campbell91@gmail.com,Earbuds Pro,EP-121,3,299.97,2025-11-30,shipped,1Z8522219657840975,UPS,"9634 Washington Blvd, Houston, TX 77001"
#91310,Dennis Lewis,dennis.lewis15@outlook.com,Smartphone Gimbal,SG-129,2,219.98,2026-02-07,delivered,04718382229775,OnTrac,"574 Forest Dr, Kansas City, MO 64101"
#23564,Heather Phillips,heather.phillips35@icloud.com,Gaming Mouse,GM-122,4,279.96,2026-02-02,processing,,,"9009 Cedar Ln, Miami, FL 33101"
#41307,Edward Reed,edward.reed65@icloud.com,Planner 2026,PL-141,1,19.99,2025-12-23,shipped,48190233083350,Amazon Logistics,"2522 Meadow Ln, Philadelphia, PA 19101"
#16103,Christopher Jones,christopher.jones16@gmail.com,Laptop Stand,LS-700,2,91.98,2025-12-28,delivered,5425054579,DHL,"5953 Main St, Cleveland, OH 44101"
#17637,Pamela Phillips,pamela.phillips45@outlook.com,Gaming Mouse,GM-122,4,279.96,2025-12-13,shipped,156372720369,FedEx,"7065 River Rd, Charlotte, NC 28201"
#34155,Nicole Roberts,nicole.roberts32@proton.me,Smartwatch,SW-119,3,599.97,2026-05-04,delivered,06135235360616,OnTrac,"2258 Oak Ave, Phoenix, AZ 85001"
#87440,Pamela Harris,pamela.harris50@hotmail.com,Mechanical Keyboard,MK-200,3,269.97,2025-12-28,delivered,9825660995,DHL,"1297 Lakeview Dr, Louisville, KY 40201"
#94082,Maria Brown,maria.brown58@proton.me,Mechanical Numpad,MN-124,1,55.99,2026-05-17,delivered,64999655244191161783,USPS,"6769 Cedar Ln, Miami, FL 33101"
#36501,Gregory Butler,gregory.butler78@proton.me,Fitness Tracker,FT-120,2,179.98,2026-03-13,processing,,,"9452 Valley Rd, San Francisco, CA 94101"
#57268,Michelle Cruz,michelle.cruz14@proton.me,Power Bank 20000mAh,PB-118,4,199.96,2026-01-27,shipped,30692227695950,LaserShip,"7132 Lakeview Dr, Denver, CO 80201"
#25677,Thomas Davis,thomas.davis73@yahoo.com,Ring Light 10inch,RL-105,4,199.96,2026-05-11,cancelled,,,"5835 Lake Dr, Albuquerque, NM 87101"
#55746,Pamela Perry,pamela.perry39@yahoo.com,Monitor Stand,MS-400,3,179.97,2026-05-07,delivered,1Z4903806760290231,UPS,"1887 Washington Blvd, Arlington, TX 76001"
#38048,Sandra Long,sandra.long46@yahoo.com,4K Webcam,4KW-112,3,449.97,2026-04-12,cancelled,,,"1501 Meadow Ln, Kansas City, MO 64101"
#24479,Joshua Morris,joshua.morris23@gmail.com,Smart Plug,SP-104,4,79.96,2026-01-06,pending,,,"7977 Valley Rd, Portland, OR 97201"
#39462,Frank Gray,frank.gray45@proton.me,USB-C Hub,UCH-300,1,39.99,2025-12-13,delivered,89017045621629,OnTrac,"6093 Cedar Ln, Chicago, IL 60601"
#12098,Jack Cox,jack.cox78@gmail.com,Ring Light 10inch,RL-105,3,149.97,2026-03-28,delivered,1Z8683556965865059,UPS,"1426 Park Ave, Albuquerque, NM 87101"
#44612,Gregory Ross,gregory.ross21@proton.me,Laminator,LAM-138,3,119.97,2026-02-21,shipped,16228538068854893246,USPS,"9764 Washington Blvd, Columbus, OH 43085"
#25041,Nicole Brown,nicole.brown58@outlook.com,Phone Stand,PS-107,3,44.97,2025-12-22,processing,,,"5007 Hillside Rd, Indianapolis, IN 46201"
#25631,Shirley Collins,shirley.collins65@outlook.com,Webcam HD 1080p,WC-500,4,319.96,2026-04-06,shipped,34288528680444623710,USPS,"9437 Forest Dr, Los Angeles, CA 90001"
#63383,David Lee,david.lee74@proton.me,Green Screen,GS-127,4,183.96,2026-01-03,out_for_delivery,02650285026186109468,USPS,"1113 Oak Ave, Raleigh, NC 27601"
#15077,Daniel Hernandez,daniel.hernandez27@proton.me,Smartphone Gimbal,SG-129,2,219.98,2025-12-27,shipped,21093614423228,Amazon Logistics,"1391 Summit Ave, Denver, CO 80201"
#88790,Benjamin Evans,benjamin.evans17@yahoo.com,Tripod Stand,TS-128,2,79.98,2026-04-15,delivered,1Z6418885838651394,UPS,"7666 Meadow Ln, San Diego, CA 92101"
#95915,Michael Perry,michael.perry14@outlook.com,Mechanical Numpad,MN-124,3,167.97,2026-03-12,delivered,88186197481897,OnTrac,"1031 Summit Ave, San Francisco, CA 94101"
#41805,Justin Myers,justin.myers33@outlook.com,Mechanical Numpad,MN-124,3,167.97,2026-05-20,shipped,17173798107829,LaserShip,"4076 Forest Dr, Cleveland, OH 44101"
#79797,Michelle Myers,michelle.myers27@outlook.com,Docking Station,DS-125,3,449.97,2026-03-21,shipped,7424901688,DHL,"4419 Cedar Ln, New Orleans, LA 70112"
#52295,Christine Turner,christine.turner73@gmail.com,Label Maker,LM-136,3,134.97,2026-04-07,shipped,45834800414818,OnTrac,"3873 Hillside Rd, Bakersfield, CA 93301"
#33559,Maria Roberts,maria.roberts67@icloud.com,Ring Light 10inch,RL-105,1,49.99,2026-02-03,shipped,50906820343103147086,USPS,"7512 Forest Dr, Jacksonville, FL 32099"
#73262,Karen Perry,karen.perry12@hotmail.com,Smart Plug,SP-104,2,39.98,2025-12-16,shipped,1Z6625231166575876,UPS,"9745 Pine Rd, San Diego, CA 92101"
#99675,Rachel Brooks,rachel.brooks49@outlook.com,Planner 2026,PL-141,2,39.98,2025-12-20,shipped,97634604521505,LaserShip,"1935 Broadway, San Jose, CA 95101"
#80971,Nicole Ross,nicole.ross90@icloud.com,CPU Cooler,CC-133,2,99.98,2026-01-13,delivered,40611794082352770762,USPS,"5975 River Rd, Raleigh, NC 27601"
#65473,Karen Howard,karen.howard24@proton.me,Power Bank 20000mAh,PB-118,3,149.97,2026-03-16,delivered,1Z9257257389059366,UPS,"8866 Valley Rd, Denver, CO 80201"
#43366,Joshua Gutierrez,joshua.gutierrez5@proton.me,Earbuds Pro,EP-121,3,299.97,2026-03-19,shipped,675751524592,FedEx,"7750 Washington Blvd, Chicago, IL 60601"
#18285,Samantha Walker,samantha.walker49@icloud.com,Label Maker,LM-136,3,134.97,2026-05-12,pending,,,"950 Meadow Ln, Seattle, WA 98101"
#28976,Shirley Martinez,shirley.martinez72@proton.me,Label Maker,LM-136,1,44.99,2025-12-26,delivered,67774069383135710749,USPS,"4563 Highland Ave, St. Louis, MO 63101"
#99946,Nicholas Walker,nicholas.walker82@outlook.com,Mechanical Numpad,MN-124,3,167.97,2025-12-02,delivered,35946888857812,OnTrac,"3273 Pine Rd, Las Vegas, NV 89101"
#13171,Karen Clark,karen.clark83@yahoo.com,Gaming Mouse,GM-122,2,139.98,2026-05-16,delivered,99625641102390634695,USPS,"2285 Main St, Jacksonville, FL 32099"
#48636,Nicole Lewis,nicole.lewis79@hotmail.com,Noise Cancelling Headphones,NCH-600,1,129.99,2026-04-10,shipped,16162163735400,LaserShip,"1070 Hillside Rd, New Orleans, LA 70112"
#47603,Kathleen Wilson,kathleen.wilson98@proton.me,Mini Projector,MP-113,3,599.97,2026-05-09,pending,,,"4361 Cedar Ln, Baltimore, MD 21201"
#26659,Cynthia Sanchez,cynthia.sanchez90@hotmail.com,Desk Organizer,DO-116,1,27.99,2026-02-22,delivered,6464379814,DHL,"3274 Washington Blvd, Cincinnati, OH 45201"
#57538,Susan Evans,susan.evans15@icloud.com,Cable Organizer Kit,COK-134,4,71.96,2026-02-08,delivered,89630769053987,Amazon Logistics,"367 Lakeview Dr, Springfield, IL 62701"
#48806,William Lewis,william.lewis89@proton.me,Phone Stand,PS-107,1,14.99,2026-03-22,delivered,1Z8449642403917486,UPS,"8192 Lake Dr, Phoenix, AZ 85001"
#50237,Gregory Young,gregory.young75@yahoo.com,Smart Bulb Pack,SBP-114,3,119.97,2025-12-30,delivered,640621647706,FedEx,"1872 Highland Ave, Corpus Christi, TX 78401"
#23511,Jack Lee,jack.lee24@gmail.com,Cable Organizer Kit,COK-134,2,35.98,2026-03-02,shipped,9232810527,DHL,"6041 Willow Way, Detroit, MI 48201"
#86810,Gary Reed,gary.reed9@proton.me,Surge Protector,SP2-135,4,131.96,2025-11-24,shipped,07488927412093115326,USPS,"9829 Summit Ave, Seattle, WA 98101"
#31434,Alexander Price,alexander.price5@yahoo.com,CPU Cooler,CC-133,1,49.99,2026-04-10,shipped,44430237368940919516,USPS,"8646 Lakeview Dr, New Orleans, LA 70112"
#92712,Jerry Young,jerry.young88@gmail.com,Green Screen,GS-127,4,183.96,2025-11-26,delivered,05804684862166,OnTrac,"8178 Elm St, Indianapolis, IN 46201"
#31298,Laura Morris,laura.morris74@icloud.com,RAM 16GB DDR4,RAM-132,1,59.99,2026-01-07,delivered,2097785930,DHL,"3343 Pine Rd, El Paso, TX 79901"
#96466,Melissa Roberts,melissa.roberts84@gmail.com,Air Purifier,AP-115,4,519.96,2026-01-14,delivered,77857926472595,Amazon Logistics,"1165 Main St, Miami, FL 33101"
#24458,Deborah Bailey,deborah.bailey53@hotmail.com,Docking Station,DS-125,3,449.97,2026-03-18,delivered,1Z9359704504706087,UPS,"1790 Sunset Blvd, San Francisco, CA 94101"
#44689,Shirley Cook,shirley.cook56@proton.me,Mouse Pad XL,MPX-109,4,91.96,2026-02-06,delivered,254346159484,FedEx,"8974 Washington Blvd, New Orleans, LA 70112"
#95589,Nancy Wright,nancy.wright14@gmail.com,Surge Protector,SP2-135,4,131.96,2025-12-21,shipped,37580627666448,Amazon Logistics,"6775 Willow Way, Richmond, VA 23218"
